,Fecha,Nombre,Ubicacion,Seguidores,Retweets,Favorito,Hashtags,Tweet
728,2021-02-05 03:10:31+00:00,Mesías García P.,,467,0,0,[],"@AAbantoalvarez @rlopezaliaga1 @Vero_Mendoza_F Conéctate, esta al aire ahora con @AgustinLaje  con su programa de gobierno  En vivo 

https://t.co/sLuJxYmUWi. https://t.co/sse5fLUNfx"
729,2021-02-05 03:10:18+00:00,Rico Menú,,7331,0,0,[],"@Vero_Mendoza_F Siempre habla así , como si murieras en tus últimas palabras y lucharás con ellas aunque sean solo palabras 🙏"
730,2021-02-05 03:10:04+00:00,Scarlet Sierra Guerra,,49,0,7,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Es un abuso
731,2021-02-05 03:09:58+00:00,Diego Ligarda,Perú,48,0,2,[],@Vero_Mendoza_F @AnahiDurandG @JuntosporPeru @CancilleriaPeru @CancilleriaEc Espero que esté bien 🙄
732,2021-02-05 03:09:09+00:00,EdoCan,,376,0,7,[],"@carlos_buller @AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Sr. Cónsul; absurdo q Ud. pida, q una compatriota suya, se comunique por mensaje, haga acto de presencia. Su retención, por parte de este gobierno de delincuentes, viola el derecho internacional.
Los ecuatorianos sentimos más indignación por esto q Uds.😡 como gobierno peruano."
733,2021-02-05 03:09:01+00:00,Jorge Luis Angeles Haro,Ancash - Perú,8,1,3,[],@EncuestasP_2021 @Vero_Mendoza_F @BeingoleaA Beingolea nuestro próximo Presidente 2021. De lejos el mejor y más capaz
734,2021-02-05 03:08:37+00:00,Yola,,0,0,0,[],"@Vero_Mendoza_F Veronika deberias ir a campo en estos momentos , para que observes que no existe 2da cuarentena. Todos estan trabajando escondidito."
735,2021-02-05 03:08:26+00:00,ana flores,,2,0,0,[],@Vero_Mendoza_F Mi total apoyo Verónica Mendoza.
736,2021-02-05 03:06:41+00:00,El Plebeyo,,8831,0,1,[],"@ecuarauz @MashiRafael @GabrielaEsPais 

Anahí Durand, Jefa del plan de gobierno de @JuntosporPeru y @Vero_Mendoza_F  lleva 10 HORAS DETENIDA en el aeropuerto de Quito.
 Su salud e integridad están en peligro. https://t.co/8sfpSM36gZ"
737,2021-02-05 03:06:16+00:00,Hans Espinoza,,175,0,0,[],@LuciaAlvites @Vero_Mendoza_F @JuntosporPeru Jajajajjaa tmr cada vez dan más risa Uds 🤣
738,2021-02-05 03:05:59+00:00,Stefany Blas,Peru,90,1,2,[],"@EncuestasP_2021 @Vero_Mendoza_F @BeingoleaA @BeingoleaA es superior, de lejos!"
739,2021-02-05 03:04:58+00:00,Pablo Secada,"Lima, Peru",39096,0,0,[],"@econoagro1 @Vero_Mendoza_F Tampoco saben qué es una cooperativa de nueva generación ni mucho más.

Viven escudándose en la inequidad. Mienten. Pierden seriamente debates. Por eso no debaten. Proponen mamarrachos que nunca debaten.

Son un desastre, en red con inmorales y mamarrachos de habla hispana."
740,2021-02-05 03:04:44+00:00,Alexander Abanto Alvarez,Lima,93,0,1,[],"@MesasPrez @rlopezaliaga1 @Vero_Mendoza_F Yo votare por RLA pero te pido que análises que la población esta sesgada y pide un tribuno populista, la estrategia sería llevar a keiko a 2da vuelta mi estimado no a Verónica."
741,2021-02-05 03:04:30+00:00,césar,"Lima, Perú",75,0,0,[],@1915domino @jdeechave @AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Mmmm y si fuera un prisionero estadounidense en un país africano encarcelado en Norcorea? No llaman al presidente para mediar?
742,2021-02-05 03:02:59+00:00,Nadia Montalván 30,,7,0,0,[],"@AnahiDurandG @CancilleriaPeru @Defensoria_Peru @pavese @MirtyVas @Vero_Mendoza_F Nuestra solidaridad, Compañera!! Nos movilizamos porque se te respete y denunciamos esta arbitrariedad contigo."
743,2021-02-05 03:02:41+00:00,Eliana Gabriell,"Huaraz, Peru",205,2,4,[],@EncuestasP_2021 @Vero_Mendoza_F @BeingoleaA @BeingoleaA es una persona capaz y preparada para asumir un cargo tan importante. Vamos Alberto Beingolea
